ID,SERBRTAG,IDTAG,REGOZNAKA,KATEGORIJA,DATUGOVORA,PRODMESTOID,DTYPE,TIPRACID,TIPRACUNA,VREMEKNJIZSTR,KLIJENTID,DATUGOVORSTR
2411000000006895,21390215891,563893333,06DT3789,4,2022-02-21T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,21.02.2022.,171014,21.02.2022.
2411000000006896,21390215859,563893329,34EZA125,4,2022-02-21T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,21.02.2022.,171014,21.02.2022.
2411000000006897,21390215818,563893325,35V2007,4,2022-02-21T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,21.02.2022.,171014,21.02.2022.
2411000000006898,21390215776,563893321,31ABF865,4,2022-02-21T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,21.02.2022.,171014,21.02.2022.
2411000000006899,21390215735,563893317,14ABM119,4,2022-02-21T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,21.02.2022.,171014,21.02.2022.
2411000000006900,21390215693,563893313,22ABC057,4,2022-02-21T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,21.02.2022.,171014,21.02.2022.
2411000000006901,21390215651,563893309,42AJU605,4,2022-02-21T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,21.02.2022.,171014,21.02.2022.
2411000000006902,21390215610,563893305,34EYM351,4,2022-02-21T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,21.02.2022.,171014,21.02.2022.
2411000000006903,21390215578,563893301,34EYS789,4,2022-02-21T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,21.02.2022.,171014,21.02.2022.
2412000000001158,21390362560,563908000,K96T695,4,2022-02-21T00:00:00.000+01:00,9412,Ugovor,3,Postpaid,21.02.2022.,171014,21.02.2022.
